name,price,description,brand,page,url,price_numeric,volume,price_log,price_scaled,cluster_k2,cluster_k3,cluster_k4,cluster_k5,final_cluster
Brow Powder Set Waterproof - 020,EGP 450.00,"Shape and define your brows with the Eyebrow Powder Set. It fills in sparse areas for a fuller, more voluminous look while emphasizing your natural brow shape. Waterproof for all-day wear, it adds ...",Catrice,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,450.0,,6.1092475827643655,1.0971325292273348,0,2,2,4,2
Cheek Tint,EGP 350.00,"Bring your cheeks to life with Mala’s Cheek Tint. The creamy, blindable formula melts into the skin, delivering a soft flush of color with a natural, radiant finish. Lightweight and long-lasting, ...",Mala Beauty,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,350.0,,5.857933154483459,0.6217633683271436,0,2,2,4,2
Concealer,EGP 429.00,Cover dark circles like a pro with Nano Treat Medium Concealer. This concealer brightens and conceals like no other. The natural matte finish seamlessly covers imperfections for an airbrushed ...,Nano Treat,10,https://sourcebeauty.com/collections/makeup?tab=products&page=10,429.0,,6.061456918928017,1.0067349825279672,0,2,2,4,2
Concealer,EGP 450.00,"Brighten your skin and hide imperfections with Mala's Concealer. Its creamy, high-coverage formula effortlessly conceals dark circles and blemishes while keeping your skin hydrated. Perfect for ...",Mala Beauty,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,450.0,,6.1092475827643655,1.0971325292273348,0,2,2,4,2
Creamy Lip Stick,EGP 340.00,"Experience a flawless matte finish with a lightweight feel using Instyle Creamy Lip Stick. Infused with coconut oil, this creamy lipstick nourishes and hydrates your lips while providing smooth ...",Top Face,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,340.0,,5.8289456176102075,0.5669325288315354,0,2,2,4,2
DIY Eyelash Extensions,EGP 385.00,"Discover the magic of Ardell DIY Knot-Free Eyelashes Combo, a starter kit that includes everything you need to enhance your natural beauty. With lightweight, reusable lashes, easy application, and ...",Ardell,9,https://sourcebeauty.com/collections/makeup?tab=products&page=9,385.0,,5.953243334287785,0.8020455769880255,0,2,2,4,2
Detox and Protect Foundation - 04 Sand,EGP 416.00,"Discover the rich and creamy Note Detox and Protect Foundation. Providing medium to high coverage with a silky satin finish, it's enriched with antioxidants like yeast extract, sweet almond oil, ...",Note Cosmetique,13,https://sourcebeauty.com/collections/makeup?tab=products&page=13,416.0,,6.030685260261263,0.9485294204359591,0,2,2,4,2
Dipliner Long-lasting Liquid Eyeliner,EGP 335.00,"Create bold, defined eye looks with the Black Dipliner from Flormar. The special brush and easy-to-use packaging ensure smooth, precise application, while the nourishing formula delivers intense ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,335.0,,5.814130531825066,0.5389093271931679,0,2,2,4,2
Exposed Pressed Pigment Palette,EGP 389.88,"Elevate your eye looks with the Technic Exposed Pressed Pigment Palette. Featuring 16 stunning shades, including 8 mattes and 8 shimmers, this nude palette offers endless possibilities for soft ...",Technic Cosmetics,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,389.88,,5.9658389994690095,0.8258706746122892,0,2,2,4,2
Extreme Tattoo Gel Pencil,EGP 380.00,"Enjoy bold, intense, and long-lasting colour with the Extreme Tattoo Gel Pencil. Its smooth formula glides on effortlessly, delivering bold, vibrant color with just one swipe. Water-resistant and ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,380.0,,5.940171252720432,0.7773193227558343,0,2,2,4,2
Eyebrow Fixator Mascara,EGP 340.00,"Keep your brows perfectly shaped and defined with the Eyebrow Fixator Mascara from Flormar. This transparent gel sets your brows in place after applying pencil or powder, ensuring a long-lasting ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,340.0,,5.8289456176102075,0.5669325288315354,0,2,2,4,2
Eyebrow Gel,EGP 340.00,"Define your brows with Instyle Eyebrow Gel, featuring a waterproof, non-penetrating formula that fills gaps and maintains shape. Enriched with almond oil and silky oil, it strengthens and ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,340.0,,5.8289456176102075,0.5669325288315354,0,2,2,4,2
Eyelash & Eyebrow Mascara,EGP 399.00,Get ready to double the volume of your lashes and brows with Nano Treat Multi-Purpose Eyelash & Brows Mascara. This revolutionary formula strengthens and extends each lash while nourishing and ...,Nano Treat,10,https://sourcebeauty.com/collections/makeup?tab=products&page=10,399.0,,5.988961416889864,0.8696074558330216,0,2,2,4,2
Eyeshadow Bar,EGP 520.00,"Step into a world of vibrant colors with the Maestro Eyeshadow Bar from Top Face. It features nine striking shades, blending natural, bold, and fun tones for endless eye-catching looks. Enriched ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,520.0,,6.253828811575473,1.3706124797896335,0,2,2,0,2
Flawless Finish Trio,EGP 700.00,"Achieve a stunning look with the Flawless Finish Trio, featuring the Lift Me Up Eyebrows Gel for perfectly shaped brows that last up to 24 hours without any sticky residue or white cast. ...",Buend,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,700.0,,6.551080335043404,1.9328731038764897,0,2,2,0,2
Focus Point Volume Mascara,EGP 330.00,"Turn up the volume with Focus Point Volume Mascara. Its creamy formula fully coats each lash, while the precision silicone brush defines and separates for a fuller, clump-free look. Lightweight ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,330.0,,5.799092654460526,0.5104647082614154,0,2,2,4,2
Foundation,EGP 499.00,"Elevate your skincare routine with this amazing Foundation from Nano Treat. A lightweight, oil-free formula that boosts hydration and evens skin tone for a flawless, natural-looking finish. It ...",Nano Treat,10,https://sourcebeauty.com/collections/makeup?tab=products&page=10,499.0,,6.212606095751519,1.2926384137349909,0,2,2,0,2
Foundation,EGP 700.00,"Achieve even, radiant skin with Mala's Foundation. Its skin-loving formula delivers smooth coverage while keeping your skin hydrated and fresh. The lightweight texture blends effortlessly for a ...",Mala Beauty,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,700.0,,6.551080335043404,1.9328731038764897,0,2,2,0,2
Full Satin Nude Lipstick,EGP 351.00,"Achieve beautifully accentuated lips with the Full Satin Nude Lipstick. Its high pigmentation provides rich, vibrant color, while moisturizing ingredients keep your lips soft and healthy. Perfect ...",Catrice,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,351.0,,5.860786223465865,0.6271600382176641,0,2,2,4,2
Glitterholic Glitter Topper,EGP 318.70,"Add instant sparkle to your look with the Glitterholic Glitter Topper. Its multi-dimensional formula delivers a stunning glitter finish, whether worn on its own or layered over eyeshadow. From a ...",L.A. Girl,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,318.7,,5.764250221423291,0.44455914816313846,0,2,0,4,2
Gloss Balm,EGP 345.00,"Achieve a radiant shine with Laque's Gloss Balm. It delivers a smooth, non-sticky finish while deeply hydrating your lips, leaving them soft and moisturized. Enjoy the glossy look you love, paired ...",Laque,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,345.0,,5.84354441703136,0.5945466179964702,0,2,2,4,2
Graphic Eyeliner - 01 Black,EGP 440.00,"Create striking, defined eyes with the Graphic Eyeliner from Flormar. Its slanted tip offers versatility, allowing you to apply varying line thicknesses for different finishes. The quick-drying, ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,440.0,,6.0867747269123065,1.0546244141839618,0,2,2,4,2
HD Volume Mascara - Black,EGP 350.00,"Enjoy bold, defined lashes with the HD Mascara from Top Face. Its silicone brush evenly coats each lash, ensuring separation without clumping or weighing them down. Enriched with nourishing ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,350.0,,5.857933154483459,0.6217633683271436,0,2,2,4,2
HD Weightless Matte Lipstick,EGP 405.10,"Achieve a smooth matte look with the HD Weightless Matte Lipstick from Flormar. Its creamy, lightweight formula glides on easily, providing long-lasting color while keeping your lips moisturized. ...",Flormar,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,405.1,,6.004133950208645,0.8983067807457051,0,2,2,4,2
Highlighter,EGP 450.00,"Shine bright with MALA's Highlighter, crafted to accentuate your natural beauty. Its unique shimmer and lightweight formula deliver a radiant glow, highlighting your cheekbones, nose, and brow ...",Mala Beauty,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,450.0,,6.1092475827643655,1.0971325292273348,0,2,2,4,2
Hydrating Foundation,EGP 349.00,"Experience the ultimate in complexion perfection with Kolagra Hydrating Foundation. This innovative formula offers long-lasting wear, high coverage, a matte finish, and SPF30+ protection. Key ...",Kolagra,13,https://sourcebeauty.com/collections/makeup?tab=products&page=13,349.0,,5.855071922202427,0.6163512573000187,0,2,2,4,2
I Love Flawless Skin Foundation,EGP 420.00,"Achieve flawless skin with high coverage and a natural matte finish using the I Love Flawless Skin Foundation. This lightweight foundation provides full opacity without clogging pores, offering ...",Essence,1,https://sourcebeauty.com/collections/makeup?tab=products&page=1,420.0,,6.040254711277414,0.9666303386002689,0,2,2,4,2
Ice Blush,EGP 720.99,"Experience a fresh, cooling glow with the Ice Blush from Glamic Blend. Its unique, bouncy, gel-like texture blends seamlessly into the skin, delivering a natural, dewy flush. Buildable and ...",Glamicblend,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,720.99,,6.580625267563245,1.9887582748031298,0,2,2,0,2
Instant Age Rewind Eraser Multi-Use Concealer | 05,EGP 339.26,"Perfect your look effortlessly with the Instant Age Rewind Eraser Multi-Use Concealer in 05 shade. Designed to hydrate while providing seamless coverage, it conceals imperfections and contours ...",Maybelline New York,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,339.26,,5.8267667750675765,0.5628111794991111,0,2,2,4,2
Instyle Contour & Highlighter,EGP 425.00,"Define and highlight your face effortlessly with the Instyle Contour & Highlighter. The bronzer creates subtle contours below your cheekbones and along the sides of your nose, while the ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,425.0,,6.052089168924417,0.9890155881852097,0,2,2,4,2
Instyle Ideal Skin Tone Foundation,EGP 395.00,"Keep your skin healthy and protected with the Ideal Skin Tone Foundation from Top Face. Offering perfect coverage, it shields your skin from harmful sun rays with SPF 15. Enriched with active ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,395.0,,5.978885764901122,0.8505490425768719,0,2,2,4,2
Instyle Loose Powder,EGP 495.00,"Achieve a perfected, matte finish with Instyle Loose Powder. Its silky texture and finely milled particles blend seamlessly to set your makeup, controlling shine and leaving a natural, smooth ...",Top Face,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,495.0,,6.20455776256869,1.277414737888215,0,2,2,0,2
Instyle Perfect Foundation,EGP 580.00,"Enjoy flawless coverage and all-day hydration with Instyle Perfect Coverage Foundation. Enriched with Palmaria Palmata extract, it reduces signs of tiredness, leaving your skin looking refreshed ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,580.0,,6.363028103540465,1.5771663817974835,0,2,2,0,2
Instyle Twin Blush On,EGP 390.00,"Enjoy a long-lasting, flawless look with Instyle Twin Blush On. Its unique formula ensures that makeup stays put throughout the day. The silky powder finish minimizes the appearance of pores and ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,390.0,,5.966146739123692,0.8264527738670869,0,2,2,4,2
Invite Only Eyeshadow Palette,EGP 389.88,"Create stunning looks with the Technic Invite Only 15 Shade Eyeshadow Palette. Featuring a beautiful mix of pressed glitters, foiled shimmers, and buttery matte shades in pinks, berries, and ...",Technic Cosmetics,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,389.88,,5.9658389994690095,0.8258706746122892,0,2,2,4,2
Lift Me Up Eyebrows Gel,EGP 380.00,"Lift and shape your eyebrows effortlessly with Lift Me Up Eyebrows Gel. This lightweight formula provides a non-sticky hold that lasts up to 24 hours, keeping your brows perfectly in place without ...",Buend,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,380.0,,5.940171252720432,0.7773193227558343,0,2,2,4,2
Lift Up Volume & Lift Mascara,EGP 440.00,"Enjoy bold, lifted lashes that last all day. This waterproof mascara adds volume, curl, and a visible lifting effect while conditioning your lashes with almond and castor oils. The long-wear ...",Catrice,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,440.0,,6.0867747269123065,1.0546244141839618,0,2,2,4,2
Lightweight Lip Powder,EGP 507.90,"Enjoy a smooth, matte finish with the Lightweight Lip Powder from Flormar. Enriched with shea butter, vitamin E, and olive oil, it moisturizes while delivering semi-transparent color. The thin ...",Flormar,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,507.9,,6.2302845778072,1.3260778196548322,0,2,2,0,2
LillyLash Mascara,EGP 399.00,"Softly define your lashes with effortless lift and rich black color using Laque's LillyLash Mascara. This mascara lengthens and defines without clumping or weighing down, delivering a polished, ...",Laque,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,399.0,,5.988961416889864,0.8696074558330216,0,2,2,4,2
Liquid Lipstick,EGP 450.00,"Enhance your lips with Mala’s Liquid Lip Stick, designed to deliver smooth, bold color in a single swipe. Its rich formula offers a radiant finish that stays fresh all day, adding warmth and depth ...",Mala Beauty,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,450.0,,6.1092475827643655,1.0971325292273348,0,2,2,4,2
Lowlighter,EGP 325.50,"Enhance your look with the Technic Lowlighter. It adds warmth and corrects discoloration, leaving your skin radiant and refreshed. Perfect for boosting your natural glow. Key Features  Enhances ...",Technic Cosmetics,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,325.5,,5.785362461648624,0.4844936158707472,0,2,0,4,2
Mat Touch Foundation,EGP 600.00,"Enjoy a flawless matte finish with the Matte Touch Foundation from Flormar. Its highly pigmented formula provides full coverage, concealing blemishes and reducing shine. Enriched with vitamin E, ...",Flormar,2,https://sourcebeauty.com/collections/makeup?tab=products&page=2,600.0,,6.396929655216146,1.6412922351498813,0,2,2,0,2
Matte Long Lasting Foundation,EGP 525.00,"Experience a smooth, matte finish that lasts all day with the Matte Long Lasting Foundation. It blends skincare and makeup, minimizing fine lines and wrinkles while keeping your skin hydrated. The ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,525.0,,6.263398262591624,1.3887133979539432,0,2,2,0,2
Matte Primer Base,EGP 500.00,"Prepare your skin for a flawless makeup application with Matte Primer Base. It creates a smooth, even canvas by minimizing pores and fine lines. The lightweight formula extends makeup wear, ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,500.0,,6.214608098422191,1.296425264876756,0,2,2,0,2
Mattifying Extreme Wear Foundation,EGP 416.00,"Experience the Note Mattifying Extreme Wear Foundation, a perfect choice for individuals with oily or combination skin. Achieve a long-lasting matte effect and a flawless, shine-free complexion. ...",Note Cosmetique,13,https://sourcebeauty.com/collections/makeup?tab=products&page=13,416.0,,6.030685260261263,0.9485294204359591,0,2,2,4,2
Midnight Matte Eyeliner,EGP 445.00,"Define your eyes with the Midnight Matte Eyeliner from Flormar. Its thin, flexible tip allows for precise application, while the intensely black formula delivers a matte finish that lasts all day. ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,445.0,,6.09807428216624,1.0759978790357445,0,2,2,4,2
Out Wear Foundation,EGP 380.00,"Indulge in the transformative power of Cybele Out Wear Foundation, where care meets coverage in a modern fusion that surpasses all expectations. Lasting up to 16 hours, it provides very high ...",Cybele,11,https://sourcebeauty.com/collections/makeup?tab=products&page=11,380.0,,5.940171252720432,0.7773193227558343,0,2,2,4,2
Perfect Coverage Foundation,EGP 550.00,"Perfect your skin with the Perfect Coverage Foundation from Flormar. Its lightweight, buildable formula provides long-lasting coverage, concealing imperfections while maintaining a natural look. ...",Flormar,2,https://sourcebeauty.com/collections/makeup?tab=products&page=2,550.0,,6.309918278226516,1.4767074735376362,0,2,2,0,2
Perfect Gleam Lip Gloss,EGP 335.00,"Enjoy glossy lips with the Focus Point Perfect Gleam Lip Gloss. Formulated with shine color pigments, it delivers vibrant, smooth color without any sticky residue. Enriched with jojoba oil, ...",Top Face,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,335.0,,5.814130531825066,0.5389093271931679,0,2,2,4,2
Perfect Stick Contour,EGP 375.00,"Define and enhance your face with the Skin Twin Perfect Stick Contour. This easy-to-blend stick contour provides a seamless finish, shaping your features with precision. Infused with Vitamin E and ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,375.0,,5.926926025970411,0.7522655589542094,0,2,2,4,2
Pink Waves Large Pouch,EGP 499.00,"The Pink Waves Large Pouch  is your go-to waterproof pouch for storing everything from skincare minis to full-size products. Made with waterproof, flexible material and finished in a dreamy pink ...",Source Beauty,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,499.0,,6.212606095751519,1.2926384137349909,0,2,2,0,2
Plumping Elixir - Ultimate Lip Filler,EGP 740.00,"Plump up your lips instantly and over time with Glamic Blend's powerful Plumping Elixir. A special formula that provides an immediate plumping boost by hydrating and improving blood flow to lips, ...",Glamicblend,10,https://sourcebeauty.com/collections/makeup?tab=products&page=10,740.0,,6.606650186198215,2.037985228538446,0,2,2,0,2
Pro Palette Eyeshadow,EGP 450.00,"Create a captivating eye look with the Pro Palette Eyeshadow. Offering a stunning array of colors, it delivers bold, long-lasting coverage. Infused with vitamin E, it nourishes and protects your ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,450.0,,6.1092475827643655,1.0971325292273348,0,2,2,4,2
Pro-Touch Mattifying Makeup Pump,EGP 341.00,"Discover Luna's Pro-Touch Mattifying Premier, your secret to a flawless skin. An oil-free formula that effortlessly smooths and mattifies your skin, leaving it velvety soft to the touch. Complete ...",Luna,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,341.0,,5.831882477283517,0.5724876914544401,0,2,2,4,2
Rich Touch Baked  Highlighter,EGP 450.00,"Get your glow with the Baked Choice Rich Touch Highlighter from Top Face. Its ultra-fine pigments deliver a radiant, long-lasting finish that lights up your complexion. The buildable formula lets ...",Top Face,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,450.0,,6.1092475827643655,1.0971325292273348,0,2,2,4,2
Sensitive Primer Mineral,EGP 380.00,"Create a flawless base with the Sensitive Mineral Primer from Top Face. Its lightweight formula is enriched with vitamins, minerals, and prebiotics to balance the skin and reduce the appearance of ...",Top Face,5,https://sourcebeauty.com/collections/makeup?tab=products&page=5,380.0,,5.940171252720432,0.7773193227558343,0,2,2,4,2
Sheer-Shimmer Liquid Jelly Highlighter,EGP 365.00,"Illuminate your skin with a seamless, sheer iridescent glow using Laque's Sheer-Shimmer Liquid Jelly Highlighter. This lightweight, hybrid formula enhances your natural makeup look with a minimal, ...",Laque,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,365.0,,5.8998973535824915,0.7011399733633584,0,2,2,4,2
Shimmer Blusher,EGP 450.00,"Add a pop of color to your cheeks with Mala's Shimmer Blusher. The buildable formula blends smoothly, creating a soft, glowing finish that enhances your natural beauty. Apply to the apples of your ...",Mala Beauty,6,https://sourcebeauty.com/collections/makeup?tab=products&page=6,450.0,,6.1092475827643655,1.0971325292273348,0,2,2,4,2
Silk Matte Liquid Lipstick,EGP 420.00,"Turn heads with every swipe of the Silk Matte Liquid Lipstick. Its long-wear formula is infused with nourishing oils that help protect against dryness, combining beauty and care in one essential ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,420.0,,6.040254711277414,0.9666303386002689,0,2,2,4,2
Smoky Eyes Waterproof Eyeliner,EGP 440.00,"Define your eyes with the Smoky Eyes Waterproof Eyeliner. Its rich, carbon black colour glides on smoothly, offering intense pigmentation. The waterproof formula ensures long-lasting wear, while ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,440.0,,6.0867747269123065,1.0546244141839618,0,2,2,4,2
Spider Lash 3-in-1 Mascara,EGP 330.00,"Get volume, length, and definition in one swipe with the Spider Lash 3-in-1 Mascara from Flormar. Enriched with olive oil, it nourishes and protects your lashes while delivering bold, dramatic ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,330.0,,5.799092654460526,0.5104647082614154,0,2,2,4,2
Spider Lash Volume Mascara,EGP 330.00,"Lift your lashes to new heights with the Spider Lash Volume Mascara from Flormar. Its creamy, jet-black formula adds intense volume and definition in just one coat. Designed to separate and ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,330.0,,5.799092654460526,0.5104647082614154,0,2,2,4,2
Style Matic Eyeliner,EGP 350.00,"Achieve bold, defined looks with the Style Matic Eyeliner from Flormar. Its retractable, soft structure makes application easy, while the strong pigmentation enhances your eye makeup. With a ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,350.0,,5.857933154483459,0.6217633683271436,0,2,2,4,2
SuperGloss,EGP 350.00,"Achieve a bold, captivating look with Laque's SuperGloss. Its thick, lustrous finish ensures all-day wear, giving your lips a captivating, attention-grabbing look. This gloss is your go-to for ...",Laque,8,https://sourcebeauty.com/collections/makeup?tab=products&page=8,350.0,,5.857933154483459,0.6217633683271436,0,2,2,4,2
Supreme Lip Gloss - Nude 1,EGP 500.00,Glam up your lips with the Supreme Lip Gloss by Glamic Blend. The innovative formula behind the Supreme Lip Gloss provides a shine that flatters any lip color. Infused with hydrating oils and ...,Glamicblend,10,https://sourcebeauty.com/collections/makeup?tab=products&page=10,500.0,,6.214608098422191,1.296425264876756,0,2,2,0,2
Supreme Mascara - Arabian Black,EGP 600.00,Experience the benefits of Glamic Blend's Supreme Mascara for enhanced lash health and protection. This specially formulated mascara prioritizes eye safety and avoids potentially harmful ...,Glamicblend,9,https://sourcebeauty.com/collections/makeup?tab=products&page=9,600.0,,6.396929655216146,1.6412922351498813,0,2,2,0,2
Teint Perfection Foundation,EGP 350.00,"This Teint Perfection Foundation is a high-coverage, long-lasting liquid Foundation for high and flawless coverage. The lightweight and hydrating formula is designed to provide all-day coverage, ...",Amanda Milano,15,https://sourcebeauty.com/collections/makeup?tab=products&page=15,350.0,,5.857933154483459,0.6217633683271436,0,2,2,4,2
The Brown Edition Eyeshadow Palette,EGP 360.00,"Unlock endless eye looks with the Brown Edition Eyeshadow Palette featuring 9 rich, pigmented shades. This palette blends matte, satin, and metallic browns for smooth application and long-lasting ...",Essence,2,https://sourcebeauty.com/collections/makeup?tab=products&page=2,360.0,,5.886104031450156,0.6750494698736604,0,2,2,4,2
The Perfector Poreless Blur Primer,EGP 494.00,"Transform your skin with this mousse-textured primer that blurs imperfections and minimizes pores for a smooth, even base. Enriched with niacinamide, The Perfector Poreless Blur Primer hydrates ...",Catrice,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,494.0,,6.202535517187923,1.273589597022386,0,2,2,0,2
The Rose Edition Eyeshadow Palette,EGP 360.00,Express your style with the 9 highly pigmented nude and rosé shades of the Rose Edition Eyeshadow Palette. This palette combines matte and metallic finishes for smooth application and long-lasting ...,Essence,2,https://sourcebeauty.com/collections/makeup?tab=products&page=2,360.0,,5.886104031450156,0.6750494698736604,0,2,2,4,2
Tinted Brow Gel,EGP 420.00,"Define and volumize your brows with the Tinted Brow Gel. Its waterproof formula coats each hair, providing a fuller, more natural look that lasts all day. The precise applicator effortlessly ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,420.0,,6.040254711277414,0.9666303386002689,0,2,2,4,2
Tinted Kit,EGP 420.00,"Get your glow with this amazing tinted kit, featuring three versatile shades: Pink Pop, Just Peachy, and Red Rush. A newly formulated cheek and lip tints offering a natural look that lasts all ...",The Bath Land,10,https://sourcebeauty.com/collections/makeup?tab=products&page=10,420.0,,6.040254711277414,0.9666303386002689,0,2,2,4,2
True Skin Hydrating Foundation,EGP 508.00,"Enjoy a smooth, natural complexion with the True Skin Hydrating Foundation. Its buildable coverage conceals imperfections and redness while maintaining a light, breathable feel. Infused with ...",Catrice,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,508.0,,6.230481447578482,1.3264502050312759,0,2,2,0,2
Waterproof  Matte Dipliner - 01 Black,EGP 390.00,"Achieve precise, bold lines with the Matte Waterproof Dipliner. Its water-resistant, quick-drying formula provides a smudge-free matte finish that lasts all day. Easy to apply, it allows you to ...",Flormar,3,https://sourcebeauty.com/collections/makeup?tab=products&page=3,390.0,,5.966146739123692,0.8264527738670869,0,2,2,4,2
