name,price,description,brand,page,url,price_numeric,volume,price_log,price_scaled,cluster_k2,cluster_k3,cluster_k4,cluster_k5,final_cluster
Nail Polish - Blues & Greens,EGP 60.00,Experience the vibrant and diverse range of Manella Nail Polish. Their top-quality lacquers provide a stunning selection of colors and finishes to match any mood or style. From timeless neutrals ...,Manella,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Nail Polish - Nudes,EGP 60.00,Experience the vibrant and diverse range of Manella Nail Polish. Their top-quality lacquers provide a stunning selection of colors and finishes to match any mood or style. From timeless neutrals ...,Manella,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Nail Polish - Pinky Shades,EGP 60.00,Experience the vibrant and diverse range of Manella Nail Polish. Their top-quality lacquers provide a stunning selection of colors and finishes to match any mood or style. From timeless neutrals ...,Manella,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Nail Polish - Shade 59 Black,EGP 60.00,Experience the vibrant and diverse range of Manella Nail Polish. Their top-quality lacquers provide a stunning selection of colors and finishes to match any mood or style. From timeless neutrals ...,Manella,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Nail Polish - Shimmery Shades,EGP 60.00,Experience the vibrant and diverse range of Manella Nail Polish. Their top-quality lacquers provide a stunning selection of colors and finishes to match any mood or style. From timeless neutrals ...,Manella,13,https://sourcebeauty.com/collections/makeup?tab=products&page=13,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Nail Polish - Top Coat,EGP 60.00,Experience the vibrant and diverse range of Manella Nail Polish. Their top-quality lacquers provide a stunning selection of colors and finishes to match any mood or style. From timeless neutrals ...,Manella,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Nail Polish - Vibrant Shades,EGP 60.00,Experience the vibrant and diverse range of Manella Nail Polish. Their top-quality lacquers provide a stunning selection of colors and finishes to match any mood or style. From timeless neutrals ...,Manella,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Natural Look Foundation,EGP 100.00,The Natural Look Foundation is a liquid foundation that offers excellent coverage and lasts for a long time. It is designed to give you a natural look with high coverage. The formula is ...,Ciao Cosmetics,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,100.0,,4.605170185988092,-1.7478772655756087,1,1,1,1,0
Organic Powder Blush,EGP 150.00,"Experience pink rosy glow with Nankar's Natural Powder Blush, free from harsh chemicals and preservatives. It's a safe and gentle option for all skin types, even those prone to acne. Let your ...",Nankar,14,https://sourcebeauty.com/collections/makeup?tab=products&page=14,150.0,,5.0106352940962555,-0.9809272359488108,1,1,3,3,0
Peach Scented Nail Polish Remover,EGP 60.00,"Introducing the Manella Nail Polish Remover, your go-to solution for fast and efficient polish removal. Their specially formulated remover is designed to effortlessly remove even the toughest nail ...",Manella,13,https://sourcebeauty.com/collections/makeup?tab=products&page=13,60.0,,4.0943445622221,-2.714120030851831,1,1,1,1,0
Powder Eyeliner,EGP 140.00,"This Powder Eyeliner is perfect for creating a dramatic, precise look. It glides on smoothly and turns into an extra matte, very deep and wearing line. The powdery finish gives you a bold, intense ...",Amanda Milano,15,https://sourcebeauty.com/collections/makeup?tab=products&page=15,140.0,,4.941642422609304,-1.1114294265758766,1,1,3,3,0
Red Lip & Cheek Tint,EGP 90.00,Get your glam on with this Red Lip & Cheek Tint from Maward. This long-lasting and highly pigmented tint is exactly what you need for a fabulous and quick touch of makeup in your daily ...,Maward,15,https://sourcebeauty.com/collections/makeup?tab=products&page=15,90.0,,4.499809670330265,-1.9471700012250317,1,1,1,1,0
Shock Out Gloss,EGP 120.00,"Make a bold statement with Ciao Cosmetics' Shock Out Lip Gloss. Its high-shine, non-sticky formula delivers intense color and a luscious finish. Choose from a range of stunning shades that keep ...",Ciao Cosmetics,12,https://sourcebeauty.com/collections/makeup?tab=products&page=12,120.0,,4.787491742782046,-1.4030102953024852,1,1,3,3,0
Solar Gel Nail Polish,EGP 99.00,"Revel in the revolutionary formula of Luna's Solar Gel Nail Polish! Transform your nail care routine with this groundbreaking product that offers long-lasting wear and vibrant, flawless nails for ...",Luna,11,https://sourcebeauty.com/collections/makeup?tab=products&page=11,99.0,,4.59511985013459,-1.7668877925641515,1,1,1,1,0
Strobing Highlighter,EGP 125.00,"This Strobing Highlighter is the perfect way to add a subtle glow and emphasize your natural beauty. This highlighter is formulated to be non-sticky and provide a smooth, velvety finish. You can ...",Amanda Milano,15,https://sourcebeauty.com/collections/makeup?tab=products&page=15,125.0,,4.8283137373023015,-1.3257942062219343,1,1,3,3,0
Waterproof Eyeliner Pen,EGP 120.00,"Create sharp, precise lines with ease using the Waterproof Eyeliner from Top Face. Featuring a soft, creamy formula that glides on effortlessly, its intense pigmentation ensures bold, lasting ...",Top Face,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,120.0,,4.787491742782046,-1.4030102953024852,1,1,3,3,0
Waterproof Lipliner,EGP 150.00,"Define your lips with the Waterproof Lipliner from Top Face. Its highly pigmented formula provides long-lasting wear that won’t smudge, feather, or fade. Designed to be waterproof, it ensures a ...",Top Face,4,https://sourcebeauty.com/collections/makeup?tab=products&page=4,150.0,,5.0106352940962555,-0.9809272359488108,1,1,3,3,0
